1407618770 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1407621505 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1407621822 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1407622153 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1407622316 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1407624510 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1407625621 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1407625658 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1407625776 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1407626530 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1407630638 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1407693647 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1407693756 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1407715522 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1407715584 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1407716156 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1407717010 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1407870070 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1407890353 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1407899425 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1407983548 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1408321928 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1408322368 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1408322565 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1408400733 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1408401730 26 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1408415745 27 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1408420026 28 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1408424487 29 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1408424587 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1408424798 31 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1408425009 32 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1408425112 33 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1408425169 34 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1408426718 35 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1408426869 36 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1408426979 37 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1408427218 38 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1408490336 39 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1408491242 40 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1408492954 41 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1408497313 42 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1408498399 43 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1408567787 43 0 0 1 0 0 0 0 0 0 0 0 0 0 0
1408568608 43 0 0 2 0 0 0 0 0 0 0 0 0 0 0
1408575933 44 0 0 2 0 0 0 0 0 0 0 0 0 0 0
1408589812 45 0 0 2 0 0 0 0 0 0 0 0 0 0 0
1408595701 46 0 0 2 0 0 0 0 0 0 0 0 0 0 0
1408620391 47 0 0 2 0 0 0 0 0 0 0 0 0 0 0
1408626458 48 0 0 2 0 0 0 0 0 0 0 0 0 0 0
1408626796 49 0 0 2 0 0 0 0 0 0 0 0 0 0 0
1408628941 50 0 0 2 0 0 0 0 0 0 0 0 0 0 0
1408629142 51 0 0 2 0 0 0 0 0 0 0 0 0 0 0
1408630931 52 0 0 2 0 0 0 0 0 0 0 0 0 0 0
1408631239 53 0 0 2 0 0 0 0 0 0 0 0 0 0 0
1408631336 54 0 0 2 0 0 0 0 0 0 0 0 0 0 0
1408642513 54 0 0 3 0 0 0 0 0 0 0 0 0 0 0
1408643254 55 0 0 3 0 0 0 0 0 0 0 0 0 0 0
1408651559 55 0 0 4 0 0 0 0 0 0 0 0 0 0 0
1408651701 55 0 0 5 0 0 0 0 0 0 0 0 0 0 0
1408666240 56 0 0 5 0 0 0 0 0 0 0 0 0 0 0
1408666949 57 0 0 5 0 0 0 0 0 0 0 0 0 0 0
1408667184 58 0 0 5 0 0 0 0 0 0 0 0 0 0 0
1408675192 59 0 0 5 0 0 0 0 0 0 0 0 0 0 0
1408719676 59 0 0 6 0 0 0 0 0 0 0 0 0 0 0
1408731770 59 0 0 7 0 0 0 0 0 0 0 0 0 0 0
1408731855 59 0 0 8 0 0 0 0 0 0 0 0 0 0 0
1408732464 59 0 0 9 0 0 0 0 0 0 0 0 0 0 0
1408792070 60 0 0 9 0 0 0 0 0 0 0 0 0 0 0
1408792723 61 0 0 9 0 0 0 0 0 0 0 0 0 0 0
1408792879 62 0 0 9 0 0 0 0 0 0 0 0 0 0 0
1408793914 63 0 0 9 0 0 0 0 0 0 0 0 0 0 0
1408794001 64 0 0 9 0 0 0 0 0 0 0 0 0 0 0
1408810179 65 0 0 9 0 0 0 0 0 0 0 0 0 0 0
1408813872 66 0 0 9 0 0 0 0 0 0 0 0 0 0 0
1408813912 67 0 0 9 0 0 0 0 0 0 0 0 0 0 0
1408894532 68 0 0 9 0 0 0 0 0 0 0 0 0 0 0
1408917044 69 0 0 9 0 0 0 0 0 0 0 0 0 0 0
1408917293 70 0 0 9 0 0 0 0 0 0 0 0 0 0 0
1408920375 71 0 0 9 0 0 0 0 0 0 0 0 0 0 0
1409206923 72 0 0 9 0 0 0 0 0 0 0 0 0 0 0
1409207727 73 0 0 9 0 0 0 0 0 0 0 0 0 0 0
1409207779 74 0 0 9 0 0 0 0 0 0 0 0 0 0 0
1409207879 75 0 0 9 0 0 0 0 0 0 0 0 0 0 0
1409236939 75 0 0 10 0 0 0 0 0 0 0 0 0 0 0
1409237034 75 0 0 11 0 0 0 0 0 0 0 0 0 0 0
1409237051 75 0 0 12 0 0 0 0 0 0 0 0 0 0 0
1409243343 75 0 0 13 0 0 0 0 0 0 0 0 0 0 0
1409243813 76 0 0 13 0 0 0 0 0 0 0 0 0 0 0
1409407020 77 0 0 13 0 0 0 0 0 0 0 0 0 0 0
1409407580 78 0 0 13 0 0 0 0 0 0 0 0 0 0 0
1409408045 79 0 0 13 0 0 0 0 0 0 0 0 0 0 0
1409409861 80 0 0 13 0 0 0 0 0 0 0 0 0 0 0
1409428079 81 0 0 13 0 0 0 0 0 0 0 0 0 0 0
1409428109 82 0 0 13 0 0 0 0 0 0 0 0 0 0 0
1409508198 83 0 0 13 0 0 0 0 0 0 0 0 0 0 0
1409510423 84 0 0 13 0 0 0 0 0 0 0 0 0 0 0
1409511356 85 0 0 13 0 0 0 0 0 0 0 0 0 0 0
1409511854 86 0 0 13 0 0 0 0 0 0 0 0 0 0 0
1409739302 87 0 0 13 0 0 0 0 0 0 0 0 0 0 0
1409788597 88 0 0 13 0 0 0 0 0 0 0 0 0 0 0
1409795088 89 0 0 13 0 0 0 0 0 0 0 0 0 0 0
1409850990 89 0 0 14 0 0 0 0 0 0 0 0 0 0 0
1409975854 90 0 0 14 0 0 0 0 0 0 0 0 0 0 0
1409975985 91 0 0 14 0 0 0 0 0 0 0 0 0 0 0
1409976330 92 0 0 14 0 0 0 0 0 0 0 0 0 0 0
1410002498 93 0 0 14 0 0 0 0 0 0 0 0 0 0 0
1410002629 94 0 0 14 0 0 0 0 0 0 0 0 0 0 0
1410002899 95 0 0 14 0 0 0 0 0 0 0 0 0 0 0
1410003112 96 0 0 14 0 0 0 0 0 0 0 0 0 0 0
1410003615 97 0 0 14 0 0 0 0 0 0 0 0 0 0 0
1410003737 98 0 0 14 0 0 0 0 0 0 0 0 0 0 0
1410004326 99 0 0 14 0 0 0 0 0 0 0 0 0 0 0
1410004455 100 0 0 14 0 0 0 0 0 0 0 0 0 0 0
1410009715 101 0 0 14 0 0 0 0 0 0 0 0 0 0 0
1410009813 102 0 0 14 0 0 0 0 0 0 0 0 0 0 0
1410009917 103 0 0 14 0 0 0 0 0 0 0 0 0 0 0
1410010094 104 0 0 14 0 0 0 0 0 0 0 0 0 0 0
1410010280 105 0 0 14 0 0 0 0 0 0 0 0 0 0 0
1410010641 106 0 0 14 0 0 0 0 0 0 0 0 0 0 0
1410010745 107 0 0 14 0 0 0 0 0 0 0 0 0 0 0
1410012436 108 0 0 14 0 0 0 0 0 0 0 0 0 0 0
1410013321 109 0 0 14 0 0 0 0 0 0 0 0 0 0 0
1410013510 110 0 0 14 0 0 0 0 0 0 0 0 0 0 0
1410013640 111 0 0 14 0 0 0 0 0 0 0 0 0 0 0
1410106869 112 0 0 14 0 0 0 0 0 0 0 0 0 0 0
1410107232 113 0 0 14 0 0 0 0 0 0 0 0 0 0 0
1410108871 114 0 0 14 0 0 0 0 0 0 0 0 0 0 0
1410108974 115 0 0 14 0 0 0 0 0 0 0 0 0 0 0
1410111324 116 0 0 14 0 0 0 0 0 0 0 0 0 0 0
1410111915 117 0 0 14 0 0 0 0 0 0 0 0 0 0 0
1410112157 118 0 0 14 0 0 0 0 0 0 0 0 0 0 0
1410112484 119 0 0 14 0 0 0 0 0 0 0 0 0 0 0
1410112708 120 0 0 14 0 0 0 0 0 0 0 0 0 0 0
1410113110 121 0 0 14 0 0 0 0 0 0 0 0 0 0 0
1410113317 122 0 0 14 0 0 0 0 0 0 0 0 0 0 0
1410114433 123 0 0 14 0 0 0 0 0 0 0 0 0 0 0
1410114539 124 0 0 14 0 0 0 0 0 0 0 0 0 0 0
1410116645 125 0 0 14 0 0 0 0 0 0 0 0 0 0 0
