1365203667 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1365203726 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1365805133 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370276182 3 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370280534 3 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370280708 4 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370282030 4 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370282153 5 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370283362 5 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370283894 5 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370288923 5 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370290308 5 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370290494 6 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370293066 6 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370294541 7 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370301192 8 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370301440 9 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370301676 10 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370304241 10 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370322752 10 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370326750 10 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370366471 11 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370366483 12 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370367212 12 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370367579 13 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370367601 13 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370368326 14 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370368556 15 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370370250 15 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370371749 15 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370376739 16 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370377026 17 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370377039 18 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370377554 19 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370377656 20 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370379939 21 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370380631 22 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370382082 23 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370382433 24 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370389736 24 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370392876 24 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370401027 24 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370401411 24 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370402788 24 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370441710 25 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
